Time (s),IR Value raw,PPG processed,Label,source_row_index,segment_id,retained_interval_id,sqi_artifact,rule
2.63,97422,38.54738733782486,0,0,1,1,False,S3
2.65,97202,195.34858152958728,0,1,1,1,False,S3
2.67,97118,301.7474795835373,0,2,1,1,False,S3
2.69,97108,343.4847246926053,0,3,1,1,False,S3
2.71,97106,341.0759976803443,0,4,1,1,False,S3
2.73,97120,323.3964850080887,0,5,1,1,False,S3
2.75,97115,307.27836645535007,0,6,1,1,False,S3
2.77,97113,293.7395876171899,0,7,1,1,False,S3
2.79,97122,275.657772992124,0,8,1,1,False,S3
2.81,97141,248.0843072062686,0,9,1,1,False,S3
2.83,97181,213.95194332249508,0,10,1,1,False,S3
2.85,97211,182.14368204321195,0,11,1,1,False,S3
2.87,97223,160.29937878011114,0,12,1,1,False,S3
2.89,97224,149.26455924856396,0,13,1,1,False,S3
2.91,97221,143.46743002063644,0,14,1,1,False,S3
2.93,97222,135.12816312957523,0,15,1,1,False,S3
2.95,97232,118.62296801902689,0,16,1,1,False,S3
2.97,97256,92.9185200134436,0,17,1,1,False,S3
2.99,97283,61.118583183039725,0,18,1,1,False,S3
3.01,97312,27.713026440604462,0,19,1,1,False,S3
3.03,97335,-4.246097880690538,0,20,1,1,False,S3
3.05,97356,-33.92948920177827,0,21,1,1,False,S3
3.07,97380,-61.38057688130362,0,22,1,1,False,S3
3.09,97401,-86.22327556772636,0,23,1,1,False,S3
3.11,97414,-107.9271537112072,0,24,1,1,False,S3
3.13,97430,-126.48876783891302,0,25,1,1,False,S3
3.15,97438,-142.54924562784495,0,26,1,1,False,S3
3.17,97448,-157.24155454789278,0,27,1,1,False,S3
3.19,97454,-171.66300226511984,0,28,1,1,False,S3
3.21,97466,-186.02284912194236,0,29,1,1,False,S3
3.23,97473,-199.36575754244885,0,30,1,1,False,S3
3.25,97482,-210.4308661158605,0,31,1,1,False,S3
3.27,97487,-219.3472264337706,0,32,1,1,False,S3
3.29,97483,-228.85042289877725,0,33,1,1,False,S3
3.31,97494,-243.00623012483643,0,34,1,1,False,S3
3.33,97499,-263.3336556989121,0,35,1,1,False,S3
3.35,97507,-283.75917159552387,0,36,1,1,False,S3
3.37,97505,-285.8780344508288,0,37,1,1,False,S3
3.39,97497,-240.96891693262373,0,38,1,1,False,S3
3.41,97420,-129.31418135414592,0,39,1,1,False,S3
3.43,97166,32.04895229213514,0,40,1,1,False,S3
3.45,96976,189.51490999261205,0,41,1,1,False,S3
3.47,96890,291.6317102536107,0,42,1,1,False,S3
3.49,96880,323.95187501773364,0,43,1,1,False,S3
3.51,96905,307.15928418343503,0,44,1,1,False,S3
3.53,96934,272.3803789443301,0,45,1,1,False,S3
3.55,96949,240.0390407047617,0,46,1,1,False,S3
3.57,96957,214.07885862963735,0,47,1,1,False,S3
3.59,96975,189.2309052186452,0,48,1,1,False,S3
3.61,97001,161.45084855665647,0,49,1,1,False,S3
3.63,97030,132.84001999238814,0,50,1,1,False,S3
3.65,97052,109.44873936099548,0,51,1,1,False,S3
3.67,97058,95.90286174053166,0,52,1,1,False,S3
3.69,97058,91.5130996282082,0,53,1,1,False,S3
3.71,97043,90.34170549718608,0,54,1,1,False,S3
3.73,97050,84.94765836140658,0,55,1,1,False,S3
3.75,97056,70.66931421382354,0,56,1,1,False,S3
3.77,97076,47.3738609729781,0,57,1,1,False,S3
3.79,97106,18.56544720678071,0,58,1,1,False,S3
3.81,97126,-11.271341641070244,0,59,1,1,False,S3
3.83,97148,-39.22514963041201,0,60,1,1,False,S3
3.85,97170,-64.36685219961672,0,61,1,1,False,S3
3.87,97184,-86.93814672285005,0,62,1,1,False,S3
3.89,97200,-107.50824164643949,0,63,1,1,False,S3
3.91,97217,-126.16378688199958,0,64,1,1,False,S3
3.93,97230,-142.82346525012602,0,65,1,1,False,S3
3.95,97231,-158.2151473738379,0,66,1,1,False,S3
3.97,97249,-173.14568852761894,0,67,1,1,False,S3
3.99,97258,-187.18282230384168,0,68,1,1,False,S3
4.01,97269,-199.68437158284468,0,69,1,1,False,S3
4.03,97273,-212.008855971362,0,70,1,1,False,S3
4.05,97277,-227.4805322302566,0,71,1,1,False,S3
4.07,97281,-247.20710759481608,0,72,1,1,False,S3
4.09,97284,-262.47390997143407,0,73,1,1,False,S3
4.11,97290,-249.5176873051123,0,74,1,1,False,S3
4.13,97270,-178.8867942142452,0,75,1,1,False,S3
4.15,97110,-43.60462679788274,0,76,1,1,False,S3
4.17,96861,120.3628883299425,0,77,1,1,False,S3
4.19,96721,254.48059647340443,0,78,1,1,False,S3
4.21,96685,322.1311578892179,0,79,1,1,False,S3
4.23,96693,328.26814577309705,0,80,1,1,False,S3
4.25,96721,302.4557068317411,0,81,1,1,False,S3
4.27,96742,272.25210713088825,0,82,1,1,False,S3
4.29,96747,248.4856246173213,0,83,1,1,False,S3
4.31,96749,226.62699411200333,0,84,1,1,False,S3
4.33,96776,198.7302277789281,0,85,1,1,False,S3
4.35,96816,164.33088339686083,0,86,1,1,False,S3
4.37,96853,130.9956803278618,0,87,1,1,False,S3
4.39,96867,106.569080883602,0,88,1,1,False,S3
4.41,96873,92.6235647644652,0,89,1,1,False,S3
4.43,96872,84.50884872936743,0,90,1,1,False,S3
4.45,96876,75.71220393474762,0,91,1,1,False,S3
4.47,96890,61.78080553623201,0,92,1,1,False,S3
4.49,96900,41.43734528303437,0,93,1,1,False,S3
4.51,96927,15.863696940177894,0,94,1,1,False,S3
4.53,96948,-12.556848980162982,0,95,1,1,False,S3
4.55,96969,-41.61606904592959,0,96,1,1,False,S3
4.57,96994,-69.67156565144485,0,97,1,1,False,S3
4.59,97016,-95.395825215682,0,98,1,1,False,S3
4.61,97029,-118.20123783910591,0,99,1,1,False,S3
4.63,97045,-138.3669148428326,0,100,1,1,False,S3
4.65,97059,-156.301483048092,0,101,1,1,False,S3
4.67,97068,-172.3459026088873,0,102,1,1,False,S3
4.69,97074,-186.9663009199413,0,103,1,1,False,S3
4.71,97086,-200.2658975849621,0,104,1,1,False,S3
4.73,97092,-211.8998484463575,0,105,1,1,False,S3
4.75,97094,-222.16615800311016,0,106,1,1,False,S3
4.77,97098,-232.53067166997943,0,107,1,1,False,S3
4.79,97108,-244.93194905432807,0,108,1,1,False,S3
4.81,97115,-261.3254745687892,0,109,1,1,False,S3
4.83,97119,-282.6718146830289,0,110,1,1,False,S3
4.85,97120,-304.0665605559193,0,111,1,1,False,S3
4.87,97125,-307.1045240859917,0,112,1,1,False,S3
4.89,97119,-260.5696463918926,0,113,1,1,False,S3
4.91,97037,-142.7077404269575,0,114,1,1,False,S3
4.93,96761,27.30975982364108,0,115,1,1,False,S3
4.95,96556,191.1187228459611,0,116,1,1,False,S3
4.97,96478,296.14759375227544,0,117,1,1,False,S3
4.99,96473,332.778117704192,0,118,1,1,False,S3
5.01,96477,326.7608641945349,0,119,1,1,False,S3
5.03,96482,308.78353462345723,0,120,1,1,False,S3
5.05,96480,294.49625042569886,0,121,1,1,False,S3
5.07,96475,282.7782359876005,0,122,1,1,False,S3
5.09,96479,264.7130054274959,0,123,1,1,False,S3
5.11,96506,234.74257485319225,0,124,1,1,False,S3
5.13,96548,196.7073370759832,0,125,1,1,False,S3
5.15,96580,160.97939474853877,0,126,1,1,False,S3
5.17,96597,136.28903310303002,0,127,1,1,False,S3
5.19,96598,123.67911570369328,0,128,1,1,False,S3
5.21,96588,116.81672367275732,0,129,1,1,False,S3
5.23,96597,107.42384431375892,0,130,1,1,False,S3
5.25,96608,90.4330156251901,0,131,1,1,False,S3
5.27,96623,65.12088352101213,0,132,1,1,False,S3
5.29,96655,33.82189667324773,0,133,1,1,False,S3
5.31,96675,0.1357862852323581,0,134,1,1,False,S3
5.33,96705,-32.84444352938518,0,135,1,1,False,S3
5.35,96725,-63.37338828797701,0,136,1,1,False,S3
5.37,96746,-90.99027323760276,0,137,1,1,False,S3
5.39,96765,-116.13338057961344,0,138,1,1,False,S3
5.41,96778,-139.6869611407946,0,139,1,1,False,S3
5.43,96795,-162.34267312012597,0,140,1,1,False,S3
5.45,96809,-183.84261060790777,0,141,1,1,False,S3
5.47,96826,-203.1546601707001,0,142,1,1,False,S3
5.49,96832,-219.95769399881357,0,143,1,1,False,S3
5.51,96837,-235.59875230744836,0,144,1,1,False,S3
5.53,96852,-252.1053892039777,0,145,1,1,False,S3
5.55,96863,-271.1202536993386,0,146,1,1,False,S3
5.57,96869,-293.6601258509379,0,147,1,1,False,S3
5.59,96879,-317.5797305662765,0,148,1,1,False,S3
5.61,96877,-331.6261188692176,0,149,1,1,False,S3
5.63,96874,-311.7108259985754,0,150,1,1,False,S3
5.65,96839,-230.81500650496037,0,151,1,1,False,S3
5.67,96665,-86.03060230219366,0,152,1,1,False,S3
5.69,96402,83.66196613476204,0,153,1,1,False,S3
5.71,96267,220.6582022640789,0,154,1,1,False,S3
5.73,96227,292.9417454720083,0,155,1,1,False,S3
5.75,96220,309.3562311724536,0,156,1,1,False,S3
5.77,96222,299.1043233317508,0,157,1,1,False,S3
5.79,96227,286.4014677448156,0,158,1,1,False,S3
5.81,96212,279.0966834626288,0,159,1,1,False,S3
5.83,96206,271.0786118943625,0,160,1,1,False,S3
5.85,96211,252.8343194332942,0,161,1,1,False,S3
5.87,96243,222.1806046947146,0,162,1,1,False,S3
5.89,96287,187.16686336351785,0,163,1,1,False,S3
5.91,96303,159.1477086250761,0,164,1,1,False,S3
5.93,96308,143.526766114351,0,165,1,1,False,S3
5.95,96303,137.04892676578174,0,166,1,1,False,S3
5.97,96298,131.8475029655359,0,167,1,1,False,S3
5.99,96307,120.99347932053718,0,168,1,1,False,S3
6.01,96319,101.51853026445433,0,169,1,1,False,S3
6.03,96342,74.16318356664206,0,170,1,1,False,S3
6.05,96367,41.65678813971005,0,171,1,1,False,S3
6.07,96397,7.015271205530242,0,172,1,1,False,S3
6.09,96419,-27.5247902889257,0,173,1,1,False,S3
6.11,96451,-60.46163727142909,0,174,1,1,False,S3
6.13,96474,-90.82273874480478,0,175,1,1,False,S3
6.15,96489,-118.48757688741156,0,176,1,1,False,S3
6.17,96514,-143.70627788463003,0,177,1,1,False,S3
6.19,96529,-166.2951889859481,0,178,1,1,False,S3
6.21,96541,-186.11610201724815,0,179,1,1,False,S3
6.23,96552,-203.5842626691143,0,180,1,1,False,S3
6.25,96565,-219.38672219904916,0,181,1,1,False,S3
6.27,96570,-234.57641271209664,0,182,1,1,False,S3
6.29,96583,-250.8183895095129,0,183,1,1,False,S3
6.31,96593,-269.9415379604982,0,184,1,1,False,S3
6.33,96606,-292.72275399678114,0,185,1,1,False,S3
6.35,96611,-315.9751431373496,0,186,1,1,False,S3
6.37,96606,-326.919373735948,0,187,1,1,False,S3
6.39,96609,-299.6634817370185,0,188,1,1,False,S3
6.41,96571,-207.95869249539447,0,189,1,1,False,S3
6.43,96349,-55.54836306741522,0,190,1,1,False,S3
6.45,96111,111.3994452432494,0,191,1,1,False,S3
6.47,96001,236.92037955218728,0,192,1,1,False,S3
6.49,95974,297.89065160164256,0,193,1,1,False,S3
6.51,95967,309.50200474633243,0,194,1,1,False,S3
6.53,95967,300.0718274537761,0,195,1,1,False,S3
6.55,95965,288.5398619024498,0,196,1,1,False,S3
6.57,95960,278.43429427699715,0,197,1,1,False,S3
6.59,95961,263.65402499348664,0,198,1,1,False,S3
6.61,95981,238.4267268827541,0,199,1,1,False,S3
6.63,96017,204.53889993864647,0,200,1,1,False,S3
6.65,96052,171.04479296331542,0,201,1,1,False,S3
6.67,96072,147.3160310011806,0,202,1,1,False,S3
6.69,96070,135.72031493278362,0,203,1,1,False,S3
6.71,96062,130.35537261826386,0,204,1,1,False,S3
